date,price,bedrooms,bathrooms,square_feet,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
07-06-2022,490000,5,3,1730,3,0,0,3,1985,0,2639 NW 86th St,Seattle,WA 98117,USA
07-06-2022,611000,6,2.5,3820,1,0,0,4,1974,0,820 Idylwood Dr SW,Issaquah,WA 98027,USA
07-06-2022,462000,8,2.5,3070,2,0,0,3,2006,0,3474 Wells Ave S,Renton,WA 98055,USA
08-06-2022,540000,8,2.5,1780,2,0,0,3,1994,0,25025 SE 42nd St,Issaquah,WA 98029,USA
08-06-2022,260000,8,2.5,1811,2,0,0,3,2007,0,16603 113th Ave SE,Renton,WA 98055,USA
08-06-2022,510000,8,2.25,2450,2,0,0,3,1976,0,18121 197th Pl NE,Woodinville,WA 98077,USA
08-06-2022,567500,5,2.5,2300,2,0,0,3,2001,0,7075-7131 Thompson Ave SE,Snoqualmie,WA 98065,USA
08-06-2022,445000,2,1,1440,1,0,0,3,1915,0,1608 N 50th St,Seattle,WA 98103,USA
08-06-2022,684680,8,2.25,2370,2,0,0,4,1979,0,16314 NE 46th St,Redmond,WA 98052,USA
08-06-2022,2700000,8,3.25,4420,2,1,4,3,2001,0,17834 SE 40th Pl,Bellevue,WA 98008,USA
08-06-2022,455000,5,1,1300,1.5,0,0,3,1927,2011,5606 8th Ave NE,Seattle,WA 98105,USA
08-06-2022,540000,5,3,2870,2,0,0,3,2007,0,11175 NE 162nd St,Bothell,WA 98011,USA
08-06-2022,530000,5,2.75,3400,2,0,2,3,2009,0,353 Bronson Way NE,Renton,WA 98056,USA
09-06-2022,410000,5,1,1410,1,0,0,4,1956,0,10711 Ashworth Ave N,Seattle,WA 98133,USA
09-06-2022,450000,5,1.75,1640,1,0,0,3,1940,1996,12016 23rd Ave NE,Seattle,WA 98125,USA
09-06-2022,609900,8,2.5,3190,2,0,0,3,2006,0,27465 254th Way SE,Maple Valley,WA 98038,USA
09-06-2022,648000,8,2.5,2380,2,0,0,3,1992,0,3008 233rd Ave SE,Issaquah,WA 98075,USA
09-06-2022,550000,5,2.5,2260,2,0,0,3,2005,0,24811 SE 19th St,Sammamish,WA 98075,USA
09-06-2022,347000,5,1.75,1240,1,0,0,4,1978,2000,22207 Daeila Dr,Sammamish,WA 98074,USA
09-06-2022,1635000,5,3.5,4220,1,0,0,3,1958,2006,400 Detwiller Ln,Bellevue,WA 98004,USA
09-06-2022,1339000,8,2.5,4250,2,0,2,4,1972,0,9426 SE 52nd St,Mercer Island,WA 98040,USA
09-06-2022,288350,5,1.5,1860,1,0,0,3,1963,2008,5162 S 170th St,Tukwila,WA 98188,USA
09-06-2022,1150000,5,2.5,2850,1,0,0,4,1954,1979,9824 NE 13th St,Bellevue,WA 98004,USA
09-06-2022,525000,5,3,2470,2,0,0,4,1980,0,25616 SE 152nd St,Issaquah,WA 98027,USA
09-06-2022,250250,5,2.25,2210,2,0,0,4,1969,0,3652 SW 328th St,Federal Way,WA 98023,USA
09-06-2022,341000,8,1.75,1920,1,0,0,4,1975,0,16016 SE 173rd St,Renton,WA 98058,USA
09-06-2022,700000,8,3,3150,2,0,0,3,2000,0,24012 SE 13th Pl,Sammamish,WA 98075,USA
09-06-2022,390000,8,1.75,2700,1.5,0,0,4,1968,0,16518-16526 147th Ave SE,Renton,WA 98058,USA
09-06-2022,539950,5,2.25,2190,1,0,1,4,1963,0,3600-3698 Wells Ave N,Renton,WA 98056,USA
09-06-2022,552000,2,2.5,1380,3,0,0,3,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA
09-06-2022,250000,5,1.5,2520,1.5,0,0,4,1928,0,2134 Montgomery Ave,Enumclaw,WA 98022,USA
09-06-2022,502000,5,1.75,1300,1,0,0,4,1963,0,16805 NE 12th St,Bellevue,WA 98008,USA
09-06-2022,480000,8,1.75,2220,2,0,3,4,1964,0,16905 33rd Ave SW,Burien,WA 98166,USA
09-06-2022,378500,2,1,730,1,0,0,3,1946,0,2048 NE 97th St,Seattle,WA 98115,USA
09-06-2022,1350000,8,3.25,3300,2,0,0,5,1985,0,9213 SE 68th St,Mercer Island,WA 98040,USA
09-06-2022,1900000,8,3.25,4130,2,0,0,3,1978,0,13117 NE 33rd St,Bellevue,WA 98005,USA
09-06-2022,605000,5,2.5,2670,2,0,3,3,1981,2013,16901-17007 NE 160th Pl,Woodinville,WA 98072,USA
09-06-2022,307550,8,2.5,1980,2,0,0,3,2003,0,11717 SE 234th Pl,Kent,WA 98031,USA
09-06-2022,304700,2,1,740,1,0,0,4,1949,1985,13715 Wallingford Ave N,Seattle,WA 98133,USA
09-06-2022,568000,5,1.75,2050,1,0,0,4,1977,0,5404-5410 Beach Dr SW,Seattle,WA 98136,USA
09-06-2022,385000,5,1.75,1230,1,0,0,3,1987,2000,14407 88th Ave NE,Kirkland,WA 98034,USA
09-06-2022,345000,5,2.5,1210,3,0,0,3,2008,0,717 N 95th St,Seattle,WA 98103,USA
09-06-2022,435000,5,2.25,1890,1,0,0,4,1973,0,1021 NE 120th St,Seattle,WA 98125,USA
09-06-2022,579000,2,2,1870,1,0,0,3,2003,0,12524 231st Ave NE,Redmond,WA 98053,USA
09-06-2022,236000,5,1.75,1330,1,0,0,3,1998,2006,3802 I Pl NE,Auburn,WA 98002,USA
09-06-2022,305100,5,2,1590,1,0,0,4,1974,0,18429 W Lake Desire Dr SE,Renton,WA 98058,USA
09-06-2022,368000,5,1.75,1710,1,0,0,4,1958,1972,15303 75th Ave NE,Kenmore,WA 98028,USA
09-06-2022,255000,2,1,1200,1,0,2,5,1917,0,22018 8th Pl S,Des Moines,WA 98198,USA
09-06-2022,400000,2,1,1140,1,0,0,3,1942,1999,3922 SW Kenyon St,Seattle,WA 98136,USA
09-06-2022,440000,5,1.75,2240,1,0,0,3,1948,1994,13749 1st Ave NE,Seattle,WA 98125,USA
09-06-2022,417000,2,1,920,1,0,0,3,1919,2003,6321 51st Ave S,Seattle,WA 98118,USA
09-06-2022,435000,2,1,800,1,0,0,3,1906,2014,1111 NW 64th St,Seattle,WA 98107,USA
09-06-2022,475000,8,2.75,1980,1,0,0,5,1952,1998,19523 53rd Ave NE,Lake Forest Park,WA 98155,USA
09-06-2022,563500,8,2.5,2800,2,0,0,3,2001,0,15415 279th Pl NE,Duvall,WA 98019,USA
09-06-2022,285000,5,2.25,1680,2,0,0,3,1987,2000,20615 SE 334th St,Auburn,WA 98092,USA
09-06-2022,471000,8,2.5,2330,2,0,0,3,1998,2006,275 SE 10th Cir,North Bend,WA 98045,USA
09-06-2022,500000,8,1.75,2240,1.5,0,0,4,1965,0,16725 NE 22nd St,Bellevue,WA 98008,USA
09-06-2022,640000,5,2.5,2140,2,0,0,3,1991,0,23359 NE 24th Pl,Sammamish,WA 98074,USA
09-06-2022,442500,8,2.5,2170,2,0,0,3,1992,0,27518 NE 147th Ln,Duvall,WA 98019,USA
09-06-2022,213400,5,1.5,1150,1,0,0,4,1963,0,11002 SE 180th St,Renton,WA 98055,USA
09-06-2022,831000,8,2.5,2030,1.5,0,0,4,1926,1993,3912 Ashworth Ave N,Seattle,WA 98103,USA
09-06-2022,325000,5,2,1350,1,0,0,3,1986,0,14329 275th Ave NE,Duvall,WA 98019,USA
09-06-2022,425000,2,1,910,1,0,0,4,1905,0,6311-6399 28th Ave NW,Seattle,WA 98107,USA
09-06-2022,550000,8,2.5,2700,1,0,0,4,1968,0,3946 SW Portland St,Seattle,WA 98136,USA
09-06-2022,599950,8,3.5,3730,2,0,2,3,1991,0,24702 132nd Ct SE,Kent,WA 98042,USA
09-06-2022,1225000,8,2.5,2740,2,0,0,3,1984,0,2557 Medina Cir,Medina,WA 98039,USA
09-06-2022,750000,8,3.25,2050,2,0,0,4,1987,0,427 27th Ave E,Seattle,WA 98112,USA
09-06-2022,290000,8,3,2390,2,0,0,3,1974,0,312 Wells Ave N,Renton,WA 98057,USA
09-06-2022,270000,8,2.75,1990,1,0,0,3,1999,0,2820 V Ct SE,Auburn,WA 98002,USA
09-06-2022,229950,8,1.75,1300,1,0,0,4,1969,0,32838 38th Ave S,Federal Way,WA 98001,USA
09-06-2022,234999,5,1,1330,1,0,0,3,1948,1994,4725 S 172nd St,SeaTac,WA 98188,USA
09-06-2022,265000,2,1,1000,1,0,0,3,1960,2012,32823 NE 195th St,Duvall,WA 98019,USA
09-06-2022,367300,8,2.75,2190,2,0,0,3,1993,0,4816 S 277th Pl,Auburn,WA 98001,USA
09-06-2022,550000,5,1.75,1380,1.5,0,0,3,1900,2000,929 24th Ave,Seattle,WA 98122,USA
09-06-2022,743700,8,2.5,2610,2,0,0,3,1988,2000,21306 NE 69th Ct,Redmond,WA 98053,USA
09-06-2022,352750,2,1.75,1060,2,0,0,3,2008,0,323 25th Ave S,Seattle,WA 98144,USA
09-06-2022,403950,2,1,710,2,0,0,4,1943,0,2360 Fairview Ave E,Seattle,WA 98102,USA
09-06-2022,980000,8,2.5,2730,1.5,0,0,5,1909,1988,2518 1st Ave W,Seattle,WA 98119,USA
09-06-2022,585000,8,1.75,2470,2,0,2,3,1937,1999,18206 McLean Rd SW,Vashon,WA 98070,USA
09-06-2022,554000,5,1.75,1760,1,0,0,3,1977,2004,1829 140th Ave SE,Bellevue,WA 98005,USA
09-06-2022,546000,5,2.5,1530,2,0,0,3,1998,2006,15004 NE 8th Pl,Bellevue,WA 98007,USA
09-06-2022,280000,2,1.75,1610,1.5,0,0,2,1948,0,7704 376th Ave SE,Snoqualmie,WA 98065,USA
09-06-2022,212500,2,2,1030,1,0,0,4,1938,0,12450 2nd Ave S,Seattle,WA 98168,USA
09-06-2022,739000,8,2.5,2800,2,0,0,3,1999,0,6209 284th Way NE,Carnation,WA 98014,USA
09-06-2022,428000,5,2,1310,1,0,0,3,1986,0,8519 Fremont Ave N,Seattle,WA 98103,USA
09-06-2022,965000,8,2.25,3160,1,0,0,4,1981,0,14461 156th Ave NE,Woodinville,WA 98072,USA
09-06-2022,364900,5,3,2500,2,0,0,3,1997,0,13124 SE 223rd Ct,Kent,WA 98031,USA
09-06-2022,559000,5,1.5,2070,1,0,0,4,1948,0,8328 14th Ave NW,Seattle,WA 98117,USA
09-06-2022,213000,8,1.75,1980,1,0,0,2,1978,0,32835 38th Ct SW,Federal Way,WA 98023,USA
09-06-2022,620000,5,2.5,2590,2,0,0,3,2004,2003,11331 19th Ave NE,Seattle,WA 98125,USA
09-06-2022,240000,8,1,1910,1.5,0,0,3,1934,1978,9817 26th Ave SW,Seattle,WA 98106,USA
09-06-2022,852500,5,2.5,2630,1,0,0,4,1967,0,14008 SE 45th Ct,Bellevue,WA 98006,USA
09-06-2022,600000,5,2.5,2630,2,0,0,3,2004,2003,31611 NE Cherry Valley Rd,Duvall,WA 98019,USA
09-06-2022,410000,5,2.5,1960,2,0,0,3,2006,0,33823 SE Odell St,Snoqualmie,WA 98065,USA
09-06-2022,328000,5,1.75,1440,2,0,0,3,1977,2004,31720 NE 123rd St,Duvall,WA 98019,USA
09-06-2022,625000,5,1.75,2210,1,0,0,3,1958,2004,2022 123rd Ave SE,Bellevue,WA 98005,USA
09-06-2022,649950,8,2.5,2350,2,0,0,4,1994,0,21601-21799 NE 175th St,Woodinville,WA 98077,USA
09-06-2022,235000,5,1,1590,1.5,0,0,3,1944,0,13726-13736 8th Ave SW,Burien,WA 98166,USA
09-06-2022,489000,5,3.5,1500,2,0,0,3,2004,2003,6008 14th Ave NW,Seattle,WA 98107,USA
09-06-2022,536000,5,2.5,1900,2,0,0,3,2005,0,1706 251st Pl SE,Sammamish,WA 98075,USA
09-06-2022,400000,8,3.5,2370,2.5,0,0,3,2013,1923,3704 NE 14th St,Renton,WA 98056,USA
09-06-2022,398000,5,2.5,1720,2,0,0,3,2004,2003,6006 41st Ave SW,Seattle,WA 98136,USA
09-06-2022,379000,8,1.5,2020,1,0,0,4,1960,2001,11303 146th Ave SE,Renton,WA 98059,USA
09-06-2022,345000,2,1.5,1340,2,0,0,3,2008,0,1718-1748 21st Ave S,Seattle,WA 98144,USA
09-06-2022,365000,5,2.5,1800,2,0,0,3,2011,0,2803 SW Bataan St,Seattle,WA 98126,USA
09-06-2022,315000,5,2.5,1480,2,0,0,3,2010,0,2202 SW Elmgrove St,Seattle,WA 98106,USA
10-06-2022,571000,8,2,2750,1.5,0,0,5,1916,0,12042 38th Ave NE,Seattle,WA 98125,USA
10-06-2022,1025000,5,4,3760,2,0,0,3,1983,2009,4143 118th Ave NE,Kirkland,WA 98033,USA
10-06-2022,695000,5,2.75,2540,2,0,0,3,2005,0,1306 236th Pl NE,Sammamish,WA 98074,USA
10-06-2022,225000,5,1.75,1760,1,0,0,3,1979,2014,18035 SE 262nd Pl,Covington,WA 98042,USA
10-06-2022,740000,5,2.5,3000,2,0,0,3,1995,0,7617 245th Way NE,Redmond,WA 98053,USA
10-06-2022,315000,8,2.5,1930,2,0,0,4,1992,0,12108 SE 218th Pl,Kent,WA 98031,USA
10-06-2022,1230000,8,2.5,3040,2,0,0,3,2001,0,7024 SE 20th St,Mercer Island,WA 98040,USA
10-06-2022,420000,2,1,860,1,0,0,4,1916,0,7743 27th Ave NW,Seattle,WA 98117,USA
10-06-2022,310000,5,1.75,1420,1,0,0,4,1984,0,2714 NE 4th Ct,Renton,WA 98056,USA
10-06-2022,700000,5,2,2080,1,0,0,5,1954,0,7735 27th Ave NW,Seattle,WA 98117,USA
10-06-2022,269000,5,2.5,1560,2,0,0,3,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,USA
10-06-2022,369990,8,2.5,1960,2,0,0,3,2002,0,2125 NE 6th Cir,Renton,WA 98056,USA
10-06-2022,800000,5,2.25,1620,2,0,0,4,1926,1993,2565-2599 3rd Ave W,Seattle,WA 98119,USA
10-06-2022,569000,5,3,3670,1,0,0,5,1952,1998,5011 NE 180th St,Lake Forest Park,WA 98155,USA
10-06-2022,175000,6,1.5,1930,1,0,0,3,1971,0,416 SW 130th St,Burien,WA 98146,USA
10-06-2022,440000,5,1.5,1290,3,0,0,3,2000,0,4507 Linden Ave N,Seattle,WA 98103,USA
10-06-2022,435000,5,2.25,1970,1,0,0,3,1986,0,4309 327th Pl SE,Fall City,WA 98024,USA
10-06-2022,345000,5,1.75,1540,1,0,0,4,1955,2009,16000-16098 15th Ave NE,Shoreline,WA 98155,USA
10-06-2022,558000,8,2,2180,1,0,0,3,1900,2005,729 23rd Ave,Seattle,WA 98122,USA
10-06-2022,475000,2,1.75,1490,1,0,2,3,1983,2009,5050-5132 Foster Ave SE,Auburn,WA 98092,USA
10-06-2022,490000,5,2,2220,2,0,0,3,1980,0,15 Mt Pilchuck Ave NW,Issaquah,WA 98027,USA
10-06-2022,335000,5,1.75,2430,1,0,0,4,1978,2000,4618 NE 22nd Pl,Renton,WA 98059,USA
10-06-2022,350000,2,0.75,1392,1.5,0,0,4,1978,2000,17404 94th Ave SW,Vashon,WA 98070,USA
10-06-2022,100000,8,1,1120,1,0,0,3,1939,1969,1006 N 5th St,Renton,WA 98057,USA
10-06-2022,417500,8,1,1390,1.5,0,0,4,1941,1998,115 NW 132nd St,Seattle,WA 98177,USA
10-06-2022,253000,5,1.75,2040,1,0,0,3,1962,2003,4056 S 151st St,Tukwila,WA 98188,USA
10-06-2022,1240000,5,3,2830,2,0,0,3,1923,1998,4007 48th Ave NE,Seattle,WA 98105,USA
10-06-2022,490000,8,2.5,3020,2,0,0,4,1994,0,26529 161st Ave SE,Covington,WA 98042,USA
10-06-2022,470000,5,1.75,2290,1,0,0,3,1965,1993,5319 NE 201st Pl,Lake Forest Park,WA 98155,USA
10-06-2022,483300,8,2,1210,1,0,0,4,1955,2009,3911 147th Ave SE,Bellevue,WA 98006,USA
10-06-2022,659000,5,2.5,2510,2,0,0,3,1996,0,2651 230th Ave SE,Sammamish,WA 98075,USA
10-06-2022,480000,8,1.75,2320,1,0,0,3,1910,2006,3149 35th Ave S,Seattle,WA 98144,USA
10-06-2022,165000,5,1,970,1,0,0,3,1965,1993,13240 Occidental Ave S,Burien,WA 98168,USA
10-06-2022,659500,5,1.75,1820,1,0,0,4,1957,2001,4115 NE 62nd St,Seattle,WA 98115,USA
10-06-2022,219900,5,1,970,1,0,0,4,1967,0,31716 6th Ave S,Federal Way,WA 98003,USA
10-06-2022,315000,2,1,1740,1,0,0,4,1924,0,5237 Martin Luther King Jr Way S,Seattle,WA 98118,USA
10-06-2022,250000,5,1.75,1590,1,0,0,3,1984,0,12033 SE 223rd Dr,Kent,WA 98031,USA
10-06-2022,268000,2,1,1380,1,0,0,3,1943,2002,3010 S Holden St,Seattle,WA 98108,USA
10-06-2022,380000,8,1.5,1680,1,0,0,3,1959,1989,236 NW 176th Pl,Shoreline,WA 98177,USA
10-06-2022,499000,2,1,1220,1,0,0,3,1926,2003,637 NW 74th St,Seattle,WA 98117,USA
10-06-2022,285000,2,2,1651,1,0,0,3,1946,0,15923 Vashon Hwy SW,Vashon,WA 98070,USA
10-06-2022,183000,5,1.75,1330,1,0,0,4,1973,0,3301 20th St SE,Auburn,WA 98092,USA
10-06-2022,1070000,5,3,2940,2,0,0,4,1988,0,4814 University View Pl NE,Seattle,WA 98105,USA
10-06-2022,429000,5,3.25,1410,3,0,0,3,2005,0,9507 Ashworth Ave N,Seattle,WA 98103,USA
10-06-2022,403000,2,1,1100,1,0,0,4,1926,1993,3242 15th Ave S,Seattle,WA 98144,USA
10-06-2022,375500,5,1.5,1530,1,0,0,3,1975,0,3005 NE 194th St,Lake Forest Park,WA 98155,USA
10-06-2022,1795000,5,3.25,5270,2,0,1,3,1977,2003,5355 84th Pl SE,Mercer Island,WA 98040,USA
10-06-2022,516200,5,2,2110,1,0,0,5,1919,1934,4836 S Findlay St,Seattle,WA 98118,USA
10-06-2022,385000,8,1.75,1720,1,0,0,3,1971,0,9813 NE 140th St,Kirkland,WA 98034,USA
10-06-2022,515000,5,2.5,1800,2,0,0,3,1996,0,8230 NE 125th Ct,Kirkland,WA 98034,USA
10-06-2022,375000,8,2.5,2210,2,0,0,3,1999,0,475 S 190th St,Burien,WA 98148,USA
10-06-2022,650000,8,2.25,2560,2,0,0,4,1973,0,7014 NE 139th St,Kirkland,WA 98034,USA
10-06-2022,306888,2,1.5,1010,2,0,0,3,1981,2013,2314 Blaine Ave NE,Renton,WA 98056,USA
10-06-2022,870000,8,2.5,3340,2,0,1,3,1998,2006,1919 Fairmount Ave SW,Seattle,WA 98126,USA
10-06-2022,310000,8,1,1740,1.5,0,0,3,1965,1993,2109 N 161st Pl,Shoreline,WA 98133,USA
10-06-2022,251750,5,2,1320,1,0,0,5,1975,0,12526 SE 232nd St,Kent,WA 98031,USA
10-06-2022,366000,5,1.75,1520,1,0,0,3,1976,0,19223 89th Ave NE,Bothell,WA 98011,USA
10-06-2022,429950,5,1.5,2010,1,0,0,3,1951,1994,11049 Sand Point Way NE,Seattle,WA 98125,USA
10-06-2022,710000,5,3.5,2440,2,0,0,3,2000,0,2469 132nd Ave SE,Bellevue,WA 98005,USA
10-06-2022,895000,5,2.5,2550,1,0,0,4,1953,1983,11034 NE 26th Pl,Bellevue,WA 98004,USA
10-06-2022,149500,5,1,1010,1,0,0,4,1959,0,27019 15th Ave S,Des Moines,WA 98198,USA
10-06-2022,310000,5,2.5,1780,1,0,0,3,1990,2009,8833 14th Ave SW,Seattle,WA 98106,USA
10-06-2022,555000,5,2,2180,1.5,0,2,4,1930,0,3763 SW Hinds St,Seattle,WA 98126,USA
10-06-2022,750000,5,3.25,2750,2,0,1,3,1937,1997,10237 NE 64th St,Kirkland,WA 98033,USA
10-06-2022,745000,8,3.25,3490,2,0,0,3,2006,0,27520 SE 28th Ct,Sammamish,WA 98075,USA
10-06-2022,695000,5,2.5,2550,2,0,0,3,2001,0,4792-4798 281st Ave NE,Redmond,WA 98053,USA
10-06-2022,433000,5,1.75,1870,1,0,0,3,1959,1989,6811 51st Ave S,Seattle,WA 98118,USA
10-06-2022,307000,8,1,1150,1.5,0,0,3,1947,2012,15562 9th Ave NE,Shoreline,WA 98155,USA
10-06-2022,655275,5,1.75,2050,1,0,0,3,1962,2003,4040 134th Ave SE,Bellevue,WA 98006,USA
10-06-2022,392000,8,2.75,1940,2,0,0,3,1990,2009,25804-25810 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA
10-06-2022,1180000,5,3.75,3630,1.5,0,0,3,2004,2003,810 5th St,Kirkland,WA 98033,USA
10-06-2022,359950,5,1.75,1890,2,0,0,4,1952,0,1633 N 192nd St,Shoreline,WA 98133,USA
10-06-2022,360000,8,2,1630,1,0,0,5,1968,0,17602 197th Pl NE,Woodinville,WA 98077,USA
10-06-2022,566000,8,1.75,2440,1,0,0,3,1954,2005,7328 12th Ave NW,Seattle,WA 98117,USA
10-06-2022,700000,5,2.75,3100,2,0,2,4,1950,1982,4251 NE 125th St,Seattle,WA 98125,USA
10-06-2022,415000,5,2.5,2090,2,0,0,3,2000,0,3307 NE 7th St,Renton,WA 98056,USA
10-06-2022,199500,5,1,920,1,0,0,4,1962,0,34021 40th Ave S,Auburn,WA 98001,USA
10-06-2022,749000,5,1,1580,1.5,0,0,3,1926,2003,7526 Jones Ave NW,Seattle,WA 98117,USA
10-06-2022,680000,5,1.75,1760,1,0,0,4,1960,2001,7510 45th Ave SW,Seattle,WA 98136,USA
10-06-2022,400000,8,2.5,2530,1,0,0,3,1978,0,9808 NE 204th Pl,Bothell,WA 98011,USA
10-06-2022,608000,8,2.75,2490,1,0,0,4,1983,0,10500-10598 NE 168th St,Bothell,WA 98011,USA
10-06-2022,589900,8,4.5,3870,2,0,0,3,2001,0,24718 SE Mirrormont Dr,Issaquah,WA 98027,USA
10-06-2022,480000,5,2.5,2732,1,0,2,4,1975,0,1006 S 286th Pl,Federal Way,WA 98003,USA
10-06-2022,1059500,5,3.25,3230,2,0,0,3,2014,0,6729 Earl Ave NW,Seattle,WA 98117,USA
10-06-2022,915000,6,3.75,2930,2,0,3,3,2013,1923,6478 167th Ln SE,Bellevue,WA 98006,USA
10-06-2022,695000,8,3.5,3510,2,0,0,3,2001,0,34809 SE Garden Ct,Snoqualmie,WA 98065,USA
10-06-2022,899900,8,2.5,2580,2,0,0,3,2013,1923,1235 Market St,Kirkland,WA 98033,USA
10-06-2022,499950,2,2.25,1060,2,0,0,3,2005,0,2008 Yale Ave E,Seattle,WA 98102,USA
10-06-2022,533112,8,2.75,2790,2,0,0,3,2013,1923,1030 SE 10th St,North Bend,WA 98045,USA
10-06-2022,303210,8,2.5,2009,2,0,0,3,2014,0,2411 57th St SE,Auburn,WA 98092,USA
10-06-2022,525000,5,2.75,2880,2,0,0,3,2006,0,407 Kitsap Ave NE,Renton,WA 98059,USA
10-06-2022,399950,2,1,710,2,0,0,4,1943,0,2358 Fairview Ave E,Seattle,WA 98102,USA
11-06-2022,850830,5,2.5,2070,1.5,0,0,5,1910,0,2505 Boyer Ave E,Seattle,WA 98102,USA
11-06-2022,371500,5,2,1370,1,0,0,5,1964,0,2320 N 161st St,Shoreline,WA 98133,USA
11-06-2022,522000,5,1.75,1730,1,0,0,4,1980,0,8605 169th Ct NE,Redmond,WA 98052,USA
11-06-2022,588000,8,2,1680,1,0,0,3,1950,2005,7734 39th Ave NE,Seattle,WA 98115,USA
11-06-2022,276900,2,1,1350,1,0,2,4,1952,0,428 Orchard Ave NE,North Bend,WA 98045,USA
11-06-2022,248000,5,1.5,1510,1,0,0,4,1959,0,2052 S 132nd St,SeaTac,WA 98168,USA
11-06-2022,280000,5,2.5,1860,2,0,0,3,1989,0,1206 SW 349th St,Federal Way,WA 98023,USA
11-06-2022,495000,6,5,3440,2,0,0,3,2007,0,321 Hardie Ave NW,Renton,WA 98057,USA
11-06-2022,665000,6,3,4250,2.5,0,0,4,1902,0,3907 S Edmunds St,Seattle,WA 98118,USA
11-06-2022,290300,2,1,860,1,0,0,4,1931,0,915 N 1st St,Renton,WA 98057,USA
11-06-2022,527000,2,1.75,1640,1,0,0,3,1921,2000,4746 Thackeray Pl NE,Seattle,WA 98105,USA
11-06-2022,487028,2,1.5,1295,2,0,0,3,2007,0,2514 E Denny Way,Seattle,WA 98122,USA
11-06-2022,325000,5,1.75,1790,1,0,0,3,1978,0,43404 SE 76th St,Snoqualmie,WA 98065,USA
11-06-2022,799000,5,1.5,2210,1.5,0,0,5,1916,0,1422 33rd Ave S,Seattle,WA 98144,USA
11-06-2022,7062500,5,4.5,10040,2,1,2,3,1940,2001,4442 95th Ave NE,Bellevue,WA 98004,USA
11-06-2022,354000,5,1,940,1,0,0,3,1965,1993,15550 NE 60th St,Redmond,WA 98052,USA
11-06-2022,262500,5,1.5,1160,1,0,0,3,1962,2003,7327 33rd Ave S,Seattle,WA 98118,USA
11-06-2022,560200,5,2.5,1990,2,0,0,3,2004,2003,24134 SE 20th St,Sammamish,WA 98075,USA
11-06-2022,220000,5,1,1050,1,0,0,3,1942,1999,10102 33rd Ave SW,Seattle,WA 98146,USA
11-06-2022,650000,2,1,1030,1,0,0,5,1928,1970,1923 46th Ave SW,Seattle,WA 98116,USA
11-06-2022,435000,5,2.5,1420,3,0,0,3,2004,2003,136 N 101st St,Seattle,WA 98133,USA
11-06-2022,800000,8,3.75,2690,2,0,3,4,1909,1989,2537 11th Ave W,Seattle,WA 98119,USA
11-06-2022,1010000,8,2.5,3760,2,0,0,3,1987,2000,15736 NE 134th St,Redmond,WA 98052,USA
11-06-2022,200000,2,1,700,1,0,0,5,1953,0,751 Redmond Ave NE,Renton,WA 98056,USA
11-06-2022,295000,5,3.5,2100,2,0,0,3,1999,0,10026 61st Ave S,Seattle,WA 98178,USA
11-06-2022,580379,8,2.75,2240,1.5,0,0,4,1976,1992,21404 SE 19th St,Sammamish,WA 98075,USA
11-06-2022,875000,8,2.5,3470,2,0,0,3,1995,0,22618 NE 143rd Ct,Woodinville,WA 98077,USA
11-06-2022,515000,5,2.5,3370,2,0,0,3,1951,1994,15043 Densmore Ave N,Shoreline,WA 98133,USA
11-06-2022,599000,8,2.5,2790,2,0,0,3,1989,0,18905 240th Ave NE,Woodinville,WA 98077,USA
11-06-2022,285000,5,2.5,1870,2,0,0,3,2005,0,13303 SE 227th St,Kent,WA 98042,USA
11-06-2022,290000,5,1.75,1520,1,0,0,4,1968,0,28515 SE 228th St,Maple Valley,WA 98038,USA
11-06-2022,355000,1,1.75,750,1,0,0,4,1946,1989,14128 W Lake Kathleen Dr SE,Renton,WA 98059,USA
11-06-2022,381000,5,1.5,1460,1,0,0,3,1954,2005,16044 33rd Ave NE,Lake Forest Park,WA 98155,USA
11-06-2022,571000,5,2.5,2600,2,0,0,3,1988,2000,15201 93rd Pl NE,Bothell,WA 98011,USA
11-06-2022,852600,8,2.5,3320,2,0,0,5,1977,0,5334-5394 134th Ave SE,Bellevue,WA 98006,USA
11-06-2022,1085000,5,2.5,2340,2,0,0,4,1922,0,3107 37th Pl S,Seattle,WA 98144,USA
11-06-2022,371000,5,1,890,1,0,0,3,1951,1994,3843 NE 113th St,Seattle,WA 98125,USA
11-06-2022,514000,5,1.75,1720,1,0,1,3,1986,0,4052 SW Myrtle St,Seattle,WA 98136,USA
11-06-2022,386000,5,1.5,1270,2,0,0,3,2004,2003,3613 Gilman Ave W,Seattle,WA 98199,USA
11-06-2022,464000,8,2.5,2180,2,0,0,4,1989,0,5055 NE 23rd St,Renton,WA 98059,USA
11-06-2022,335000,8,2.25,2030,1,0,0,3,1963,2008,20532 SE 159th St,Renton,WA 98059,USA
11-06-2022,740000,8,2.75,2490,2,0,2,3,1979,2014,12537 41st Ave NE,Seattle,WA 98125,USA
11-06-2022,465000,8,1.75,1470,1,0,0,3,1955,2005,10424 12th Ave NE,Seattle,WA 98125,USA
